accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
PX563327	PX563327.1	SHIDGII.2	2023-06-17	Asia	China	Shanghai		7567	Homo sapiens	Homo	human		2025-11-24	2025-11-24		Ao et al.	Ao,Y.	Children's hospital of Fudan University, Department of Clinical Laboratory	https://www.ncbi.nlm.nih.gov/nuccore/PX563327	0.9993392361569975	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	228	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
OQ190312	OQ190312.1	DDC1	2021-12-29	Asia	Thailand			7571	Homo sapiens	Homo	human		2024-02-29	2024-02-29		Okada et al.	Okada,K.	Osaka University, Thailand-Japan Research Collaboration Center of Emerging and Re-emerging Infections	https://www.ncbi.nlm.nih.gov/nuccore/OQ190312	0.998414166776794	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:0.9926062846580407,VP2:0.9330855018587361,VPg:1,p22:1,p48:0.9759036144578314	0	2299	0						ORF1:23-26,p48:23-26,VP1:394-397,VP2:137-150,VP2:181-184	0.976	1.0	1.0	1.0	1.0	1.0	0.993	0.933			GII.3	GII	GII.3		GII.P25	GII.P	GII.P25	
OQ552774	OQ552774.1	Murine norovirus S7	2021-04-XX	Asia	Japan			7380	Mus	Mus	mouse		2023-03-06	2023-03-06		Wanguyun et al.	Wanguyun,A.P.,Oishi,W.,Rachmadi,A.T.,Katayama,K.,Sano,D.	Tohoku University, Frontier Science for Advanced Environment, Graduate School of Environmental Studies	https://www.ncbi.nlm.nih.gov/nuccore/OQ552774	0.9877097925201533	3CLpro:1,NTPase:1,ORF1:0.9323529411764706,RdRp:1,VP1:0.9316081330868762,VP2:0.5910780669144982,VPg:1,p22:0.8983050847457628,p48:0.7078313253012049	0	3460	0						ORF1:30-120,ORF1:724-741,p48:30-120,p22:26-43,VP1:344-357,VP1:392-412,VP2:88-120,VP2:138-161,VP2:200-205,VP2:232-235	0.708	1.0	0.898	1.0	1.0	1.0	0.932	0.591							GV.P1	GV.P	GV.P1	
OR065043	OR065043.1	stool	2017-04-XX	North America	USA	California		7732	Homo sapiens	Homo	human		2023-06-05	2023-06-05	SRR24745610	Yang et al.	Yang,Z.,Wolfe,J.	US Food and Drug Administration, Molecular Virology Team/Devision of Molecular Biology	https://www.ncbi.nlm.nih.gov/nuccore/OR065043	1	3CLpro:1,NTPase:0.9836065573770492,ORF1:0,RdRp:1,VP1:0.911275415896488,VP2:0.8475836431226765,VPg:1,p22:0.8983050847457628,p48:0.0572289156626506	0	3241	0						ORF1:34-1700,p48:34-332,NTPase:65-70,p22:147-155,VP1:298-310,VP1:332-357,VP1:387-389,VP1:441-446,VP2:140-146,VP2:187-191,VP2:247-269	0.057	0.984	0.898	1.0	1.0	1.0	0.911	0.848			GI.7	GI	GI.7		GI.P7	GI.P	GI.P7	
OR262326	OR262326.1	Hu/GII.4 San Francisco[P31]/WT-NORO-1807/2021/UK	2021-07-XX	Europe	United Kingdom			7541	Homo sapiens	Homo	human		2023-12-11	2023-12-11		Chhabra et al.	Chhabra,P.,Tully,D.C.,Mans,J.,Niendorf,S.,Barclay,L.,Cannon,J.L.,Montmayeur,A.M.,Pan,C.Y.,Page,N.,Williams,R.,Tutill,H.,Roy,S.,Celma,C.,Beard,S.,Mallory,M.L.,Manouana,G.P.,Velavan,T.P.,Adegnika,A.A.,Kremsner,P.G.,Lindesmith,L.C.,Hue,S.,Baric,R.S.,Breuer,J.,Vinje,J.,Tutill,H.J.,Williams,R.J.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/OR262326	0.996299722479186	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9717514124293786,p48:0.9819277108433735	0	1326	0						ORF1:857-860,p22:159-162	0.982	1.0	0.972	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	SanFrancisco	GII.P31	GII.P	GII.P31	
OR262327	OR262327.1	Hu/GII.4 San Francisco[P31]/WT-NORO-1808/2021/UK	2021-07-XX	Europe	United Kingdom			7546	Homo sapiens	Homo	human		2023-12-11	2023-12-11		Chhabra et al.	Chhabra,P.,Tully,D.C.,Mans,J.,Niendorf,S.,Barclay,L.,Cannon,J.L.,Montmayeur,A.M.,Pan,C.Y.,Page,N.,Williams,R.,Tutill,H.,Roy,S.,Celma,C.,Beard,S.,Mallory,M.L.,Manouana,G.P.,Velavan,T.P.,Adegnika,A.A.,Kremsner,P.G.,Lindesmith,L.C.,Hue,S.,Baric,R.S.,Breuer,J.,Vinje,J.,Tutill,H.J.,Williams,R.J.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/OR262327	0.9969604863221885	3CLpro:1,NTPase:1,ORF1:0.9947058823529412,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9717514124293786,p48:0.9879518072289156	0	1326	0						ORF1:857-860,p22:159-162	0.988	1.0	0.972	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	SanFrancisco	GII.P31	GII.P	GII.P31	
OR268206	OR268206.1	NoV/Human-wt/CHN/1914Y032/2019/GI.Pb-GI.6	2019-05-16	Asia	China			7461	Homo sapiens	Homo	human		2024-08-01	2024-08-01		Fu et al.	Fu,J.M.,Gao,Z.Y.,Shen,L.Y.,Tian,Y.,Fan,Y.	China Medical University, School of Public Health	https://www.ncbi.nlm.nih.gov/nuccore/OR268206	0.9655081273952689	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.03,RdRp:1,VP1:0.9297597042513863,VP2:0.7100371747211895,VPg:1,p22:0.8135593220338984,p48:0.11746987951807229	0	3181	0						ORF1:34-240,ORF1:249-399,ORF1:408-832,ORF1:848-1700,p48:34-240,p48:249-332,NTPase:68-73,p22:135-149,VP1:309-314,VP1:330-346,VP1:383-395,VP2:140-148	0.117	0.981	0.814	1.0	1.0	1.0	0.93	0.71							GI.P11	GI.P	GI.P11	
OR268635	OR268635.1	NoV/Human-wt/CHN/1702Y642/2017/GI.Pb-GI.6	2017-11-16	Asia	China			7476	Homo sapiens	Homo	human		2024-08-01	2024-08-01		Fu et al.	Fu,J.M.,Gao,Z.Y.,Shen,L.Y.,Tian,Y.,Fan,Y.	China Medical University, School of Public Health	https://www.ncbi.nlm.nih.gov/nuccore/OR268635	0.9655081273952689	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.9164705882352941,RdRp:1,VP1:0.9149722735674677,VP2:0.7100371747211895,VPg:1,p22:0.8587570621468926,p48:0.6686746987951807	0	3187	0						ORF1:30-70,ORF1:81-122,ORF1:241-248,ORF1:400-405,ORF1:833-844,p48:30-70,p48:81-122,p48:241-248,NTPase:68-73,p22:135-146,VP1:307-314,VP1:330-352,VP1:383-395,VP2:140-148	0.669	0.981	0.859	1.0	1.0	1.0	0.915	0.71			GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
OR536456	OR536456.1	Hu/NL/2020/GII.14/Rotterdam/I89S19_P18-d1170	2020-02-20	Europe	Netherlands	South Holland	Rotterdam NL	7501	Homo sapiens	Homo	human		2024-03-04	2024-03-04		Izquierdo Lara et al.	Izquierdo Lara,R.W.,Villabruna,N.,Hesselink,D.A.,Schapendonk,C.M.E.,Ribo Pons,S.,Meier,J.I.J.,Goodfellow,I.,Dalm,V.A.S.H.,Fraaij,P.L.A.,van Kampen,J.A.,Koopmans,M.P.G.,de Graaf,M.	Erasmus Medical Center, Viroscience	https://www.ncbi.nlm.nih.gov/nuccore/OR536456	0.995242500330382	3CLpro:1,NTPase:1,ORF1:0.9841176470588235,RdRp:1,VP1:0.9482439926062847,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9367469879518072	0	2397	0						ORF1:46-66,ORF1:861-866,p48:46-66,p22:163-168,VP1:289-311,VP1:394-398	0.937	1.0	0.966	1.0	1.0	1.0	0.948	1.0			GII.14	GII	GII.14		GII.P7	GII.P	GII.P7	
OR536457	OR536457.1	Hu/NL/2020/GII.14/Rotterdam/I78S30_P18-d1184	2020-03-05	Europe	Netherlands	South Holland	Rotterdam NL	7429	Homo sapiens	Homo	human		2024-03-04	2024-03-04		Izquierdo Lara et al.	Izquierdo Lara,R.W.,Villabruna,N.,Hesselink,D.A.,Schapendonk,C.M.E.,Ribo Pons,S.,Meier,J.I.J.,Goodfellow,I.,Dalm,V.A.S.H.,Fraaij,P.L.A.,van Kampen,J.A.,Koopmans,M.P.G.,de Graaf,M.	Erasmus Medical Center, Viroscience	https://www.ncbi.nlm.nih.gov/nuccore/OR536457	0.9857275009911458	3CLpro:1,NTPase:1,ORF1:0.9841176470588235,RdRp:1,VP1:0.9482439926062847,VP2:0.9330855018587361,VPg:1,p22:0.9661016949152542,p48:0.9367469879518072	0	2377	0						ORF1:46-66,ORF1:861-866,p48:46-66,p22:163-168,VP1:289-311,VP1:394-398	0.937	1.0	0.966	1.0	1.0	1.0	0.948	0.933			GII.14	GII	GII.14		GII.P7	GII.P	GII.P7	
OR536471	OR536471.1	Hu/NL/2018/GII.3[P21]/Rotterdam/I121S6_P19-d1075	2018-10-29	Europe	Netherlands	South Holland	Rotterdam NL	7528	Homo sapiens	Homo	human		2024-03-04	2024-03-04		Izquierdo Lara et al.	Izquierdo Lara,R.W.,Villabruna,N.,Hesselink,D.A.,Schapendonk,C.M.E.,Ribo Pons,S.,Meier,J.I.J.,Goodfellow,I.,Dalm,V.A.S.H.,Fraaij,P.L.A.,van Kampen,J.A.,Koopmans,M.P.G.,de Graaf,M.	Erasmus Medical Center, Viroscience	https://www.ncbi.nlm.nih.gov/nuccore/OR536471	0.9980177084709925	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9722735674676525,VP2:0.9405204460966543,VPg:1,p22:1,p48:1	0	1986	0						VP1:292-300,VP2:167-182	1.0	1.0	1.0	1.0	1.0	1.0	0.972	0.941			GII.3	GII	GII.3		GII.P21	GII.P	GII.P21	
OR536485	OR536485.1	Hu/NL/2019/GII.3[P21]/Rotterdam/I129S16_P19-d1407	2019-09-26	Europe	Netherlands	South Holland	Rotterdam NL	7547	Homo sapiens	Homo	human		2024-03-04	2024-03-04		Izquierdo Lara et al.	Izquierdo Lara,R.W.,Villabruna,N.,Hesselink,D.A.,Schapendonk,C.M.E.,Ribo Pons,S.,Meier,J.I.J.,Goodfellow,I.,Dalm,V.A.S.H.,Fraaij,P.L.A.,van Kampen,J.A.,Koopmans,M.P.G.,de Graaf,M.	Erasmus Medical Center, Viroscience	https://www.ncbi.nlm.nih.gov/nuccore/OR536485	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9537892791127541,VP2:0.8736059479553904,VPg:1,p22:0.9774011299435028,p48:1	0	2031	0						ORF1:858-861,p22:160-163,VP1:333-345,VP2:136-153,VP2:167-182	1.0	1.0	0.977	1.0	1.0	1.0	0.954	0.874			GII.3	GII	GII.3		GII.P21	GII.P	GII.P21	
OR546394	OR546394.1	GII/Hu/TH/2019/GII.8[P8]/B6941	2019-07-30	Asia	Thailand			7486	Homo sapiens	Homo	human		2024-01-09	2024-01-09		Chuchaona et al.	Chuchaona,W.,Vongpunsawad,S.,Lawtongkum,W.,Thepnarong,N.,Poovorawan,Y.,Lorthongkham,W.	Chulalongkorn, Department of Pediatrics, Center of Excellence in Clinical Virology	https://www.ncbi.nlm.nih.gov/nuccore/OR546394	0.9951103475617814	3CLpro:1,NTPase:1,ORF1:0.99,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9487951807228916	0	2472	0						ORF1:24-27,ORF1:48-55,p48:24-27,p48:48-55	0.949	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.8	GII	GII.8		GII.P8	GII.P	GII.P8	
OR546396	OR546396.1	GII/Hu/TH/2023/GII.8[P8]/B9202	2023-02-22	Asia	Thailand			7486	Homo sapiens	Homo	human		2024-01-09	2024-01-09		Chuchaona et al.	Chuchaona,W.,Vongpunsawad,S.,Lawtongkum,W.,Thepnarong,N.,Poovorawan,Y.,Lorthongkham,W.	Chulalongkorn, Department of Pediatrics, Center of Excellence in Clinical Virology	https://www.ncbi.nlm.nih.gov/nuccore/OR546396	0.9951103475617814	3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735	0	2475	0						ORF1:24-27,p48:24-27	0.982	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.8	GII	GII.8		GII.P8	GII.P	GII.P8	
OR793088	OR793088.1	SDJN201723	2017-06-16	Asia	China			7488	Homo sapiens	Homo	human		2025-12-01	2025-12-01		Li et al.	Li,C.,Song,S.,Huang,X.,Liu,X.,Lv,H.,Shen,Y.,Wei,X.,Zhang,W.,Xu,Y.	Shandong university, school of public health	https://www.ncbi.nlm.nih.gov/nuccore/OR793088	0.9923351394211709	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9852125693160814,VP2:0.9479553903345725,VPg:1,p22:1,p48:1	0	960	0						VP1:296-301,VP2:139-149	1.0	1.0	1.0	1.0	1.0	1.0	0.985	0.948			GII.2	GII	GII.2		GII.P16	GII.P	GII.P16	
PP550057	PP550057.1	R1_T2	2022-01-XX	Asia	Japan			7369	Mus	Mus	mouse		2025-12-31	2025-12-31		Wanguyun et al.	Wanguyun,A.P.,Oishi,W.,Sano,D.	Tohoku University, Frontier Science for Advanced Environment, Graduate School of Environmental Studies	https://www.ncbi.nlm.nih.gov/nuccore/PP550057	0.9764768071891106	3CLpro:1,NTPase:1,ORF1:0.9323529411764706,RdRp:1,VP1:0.9316081330868762,VP2:0.3420074349442379,VPg:1,p22:0.8983050847457628,p48:0.7078313253012049	0	3436	0						ORF1:30-120,ORF1:724-741,p48:30-120,p22:26-43,VP1:344-357,VP1:392-412,VP2:21-30,VP2:38-51,VP2:149-177,VP2:201-269	0.708	1.0	0.898	1.0	1.0	1.0	0.932	0.342							GV.P1	GV.P	GV.P1	
PP550062	PP550062.1	R1_C3	2022-01-XX	Asia	Japan			7368	Mus	Mus	mouse		2025-12-31	2025-12-31		Wanguyun et al.	Wanguyun,A.P.,Oishi,W.,Sano,D.	Tohoku University, Frontier Science for Advanced Environment, Graduate School of Environmental Studies	https://www.ncbi.nlm.nih.gov/nuccore/PP550062	0.9763446544205101	3CLpro:1,NTPase:1,ORF1:0.9323529411764706,RdRp:1,VP1:0.9316081330868762,VP2:0.3420074349442379,VPg:1,p22:0.8983050847457628,p48:0.7078313253012049	0	3435	0						ORF1:30-120,ORF1:724-741,p48:30-120,p22:26-43,VP1:344-357,VP1:392-412,VP2:21-30,VP2:38-51,VP2:149-177,VP2:201-269	0.708	1.0	0.898	1.0	1.0	1.0	0.932	0.342							GV.P1	GV.P	GV.P1	
PP580690	PP580690.1	GII/Hu/US/2022/GII.17[P17]/CNH158.1	2022-09-05	North America	USA			7532	Homo sapiens	Homo	human		2025-05-01	2025-05-01		Durkee-Shock et al.	Durkee-Shock,J.,Cohen,A.,Maghzian,N.,Pezzella,G.,Jensen-Wachspress,M.,Hostal,A.,Barton,K.,Gangler,K.,Davila Saldana,B.J.,Chaimongkol,N.,Bollard,C.M.,Sosnovtsev,S.V.,Cohen,J.,Nagata,B.M.,Alves,D.A.,Ghosh,R.,Seifert,B.A.,Freeman,A.,Gonzalez,C.,Notarangelo,L.D.,Green,K.Y.,Keller,M.D.	NIAID, LID	https://www.ncbi.nlm.nih.gov/nuccore/PP580690	0.9988106250825954	3CLpro:1,NTPase:1,ORF1:0.9911764705882353,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9322033898305084,p48:0.9909638554216867	0	2028	1						ORF1:852-861,p22:154-163	0.991	1.0	0.932	1.0	1.0	1.0	1.0	1.0			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PP661667	PP661667.1	AB-NOV-GII-4	2023-05-XX	North America	Canada			7571	Homo sapiens	Homo	human		2024-04-20	2024-04-20	SRR28242901	Yang et al.	Yang,Z.,Wales,S.	CFSAN OARSA foodborne pathogen submission group, DMB	https://www.ncbi.nlm.nih.gov/nuccore/PP661667	1	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	251	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
PP825703	PP825703.1	MBC111	2013-02-12	Europe	Spain			7401	Homo sapiens	Homo	human		2024-05-27	2024-05-27		Ortiz-Alvarez et al.	Ortiz-Alvarez,L.,Mendoza,P.	Vircell S.L., I+D, Molecular Diagnostics	https://www.ncbi.nlm.nih.gov/nuccore/PP825703	0.9808378485529272	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.8884758364312267,VPg:1,p22:1,p48:0.9879518072289156	0	1073	0						VP2:181-184	0.988	1.0	1.0	1.0	1.0	1.0	1.0	0.888			GII.3	GII	GII.3		GII.P16	GII.P	GII.P16	
PQ195886	PQ195886.1	Hu/GII.4 Sydney[P4]/Davidson0068/2022/USA	2022-02-02	North America	USA			7525	Homo sapiens	Homo	human		2025-01-01	2025-01-01		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Lindesmith,L.,Wall,H.,Baric,R.S.,Vinje,J.,Chhabra,P.,Brandt,E.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ195886	0.9948460420245804	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	1266	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P4	GII.P	GII.P4	NewOrleans_2009
PQ195913	PQ195913.1	Hu/GII.4 Sydney[P31]/Huron0309/2020/USA	2020-03-18	North America	USA			7528	Homo sapiens	Homo	human		2025-01-01	2025-01-01		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Lindesmith,L.,Wall,H.,Baric,R.S.,Vinje,J.,Chhabra,P.,Brandt,E.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ195913	0.9948460420245804	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	1283	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
PQ195934	PQ195934.1	Hu/GII.4 Sydney[P12]/Portage0046/2022/USA	2022-02-23	North America	USA			7524	Homo sapiens	Homo	human		2025-01-01	2025-01-01		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Lindesmith,L.,Wall,H.,Baric,R.S.,Vinje,J.,Chhabra,P.,Brandt,E.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ195934	0.9943174309501784	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	1227	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P12	GII.P	GII.P12	
PQ195935	PQ195935.1	Hu/GII.4 Sydney[P16]/Sandusky0087/2022/USA	2022-04-06	North America	USA			7524	Homo sapiens	Homo	human		2025-01-01	2025-01-01		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Lindesmith,L.,Wall,H.,Baric,R.S.,Vinje,J.,Chhabra,P.,Brandt,E.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ195935	0.9943174309501784	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	211	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
PQ196534	PQ196534.1	Hu/GII.4 Sydney[P16]/SanFrancisco0143/2023/USA	2023-03-15	North America	USA			7524	Homo sapiens	Homo	human		2025-03-27	2025-03-27		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Wall,H.,Baric,R.S.,Lindesmith,L.C.,Vinje,J.,Chhabra,P.,Pan,C.Y.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ196534	0.9943174309501784	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	269	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
PQ196564	PQ196564.1	Hu/GII.4 Sydney[P16]/LosAngeles0141/2023/USA	2023-03-20	North America	USA			7528	Homo sapiens	Homo	human		2025-03-27	2025-03-27		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Wall,H.,Baric,R.S.,Lindesmith,L.C.,Vinje,J.,Chhabra,P.,Pan,C.Y.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ196564	0.9948460420245804	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	261	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
PQ208315	PQ208315.1	Hu/GII.4 Sydney[P4]/Michigan0006P4/2020/USA	2020-02-21	North America	USA			7521	Homo sapiens	Homo	human		2025-01-01	2025-01-01		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Lindesmith,L.,Wall,H.,Baric,R.S.,Vinje,J.,Chhabra,P.,Mosher,L.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ208315	0.9943174309501784	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	1271	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P4	GII.P	GII.P4	NewOrleans_2009
PQ208326	PQ208326.1	Hu/GII.4 Sydney[P4]/Missaukee0011/2020/USA	2020-03-03	North America	USA			7521	Homo sapiens	Homo	human		2025-01-01	2025-01-01		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Lindesmith,L.,Wall,H.,Baric,R.S.,Vinje,J.,Chhabra,P.,Mosher,L.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ208326	0.9943174309501784	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	1274	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P4	GII.P	GII.P4	NewOrleans_2009
PQ209099	PQ209099.1	Hu/GII.4 Sydney[P16]/Linn0007/2023/USA	2023-01-04	North America	USA			7528	Homo sapiens	Homo	human		2025-01-01	2025-01-01		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Lindesmith,L.,Wall,H.,Baric,R.S.,Vinje,J.,Chhabra,P.,Tsaknaridis,L.J.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ209099	0.9948460420245804	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9939759036144579	0	248	0							0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
PQ215539	PQ215539.1	Hu/GII.4 Sydney[P16]/Clinton0002/2023/USA	2023-02-25	North America	USA			7566	Homo sapiens	Homo	human		2025-01-01	2025-01-01		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Lindesmith,L.,Wall,H.,Baric,R.S.,Vinje,J.,Chhabra,P.,Popowich,M.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ215539	0.999735694462799	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	257	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
PQ218566	PQ218566.1	Hu/GII.4 Sydney[P16]/LosAngeles0043/2021/USA	2021-06-01	North America	USA			7494	Homo sapiens	Homo	human		2025-01-01	2025-01-01		Barclay et al.	Barclay,L.,Montmayeur,A.M.,Cannon,J.L.,Mallory,M.L.,Reyes,Y.I.,Lindesmith,L.,Wall,H.,Baric,R.S.,Vinje,J.,Chhabra,P.,Burleson,T.	Centers for Disease Control and Prevention, Viral Gastroenteritis Branch	https://www.ncbi.nlm.nih.gov/nuccore/PQ218566	0.9896920840491609	3CLpro:1,NTPase:1,ORF1:0.9858823529411764,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.927710843373494	0	203	0							0.928	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
PQ310520	PQ310520.1	Hu/GII.17[P17]/021/2024/DE	2024-02-02	Europe	Germany			7555	Homo sapiens	Homo	human		2024-09-16	2024-10-17		Chhabra et al.	Chhabra,P.,Wong,S.,Niendorf,S.,Lederer,I.,Vennema,H.,Faber,M.,Nisavanh,A.,Jacobsen,S.,Williams,R.,Colgan,A.,Yandle,Z.,Garvey,P.,Al-Hello,H.,Ambert-Balay,K.,Barclay,L.,de Graaf,M.,Celma,C.,Breuer,J.,Vinje,J.,Douglas,A.	Robert Koch-Institute, Department of Infectious Disease	https://www.ncbi.nlm.nih.gov/nuccore/PQ310520	0.999735694462799	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9981515711645101,VP2:0.8996282527881041,VPg:1,p22:1,p48:1	0	1997	2						VP2:134-157	1.0	1.0	1.0	1.0	1.0	1.0	0.998	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
