accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
PV750883	PV750883.1	O1_Patient_3_GER	2024-02-08	Europe	Spain	Getafe	Madrid	7545	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750883	0.998678472313995	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9939759036144579	0	1999	0						VP1:394-398,VP2:134-157	0.994	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750884	PV750884.1	O1_Patient_6_GER	2024-02-09	Europe	Spain	Getafe	Madrid	7548	"Homo sapiens"	Homo	human		2025-11-26	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750884	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9969879518072289	0	2000	0						VP1:394-398,VP2:134-157	0.997	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750885	PV750885.1	O1_Patient_7_GER	2024-02-09	Europe	Spain	Getafe	Madrid	7550	"Homo sapiens"	Homo	human		2025-11-26	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750885	0.9993392361569975	3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9969879518072289	0	1999	0						VP1:394-398,VP2:134-157	0.997	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750886	PV750886.1	O1_Patient_8_GER	2024-02-09	Europe	Spain	Getafe	Madrid	7551	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750886	0.999471388925598	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:1	0	1999	0						VP1:394-398,VP2:134-157	1.0	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750887	PV750887.1	O1_Patient_11_GER	2024-02-10	Europe	Spain	Getafe	Madrid	7550	"Homo sapiens"	Homo	human		2025-11-26	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750887	0.9993392361569975	3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9969879518072289	0	1995	0						VP1:394-398,VP2:134-144,VP2:165-172	0.997	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750888	PV750888.1	O1_Patient_12_GER	2024-02-10	Europe	Spain	Getafe	Madrid	7536	"Homo sapiens"	Homo	human		2025-11-26	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750888	0.9974890973965904	3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9849397590361446	0	2000	0						VP1:394-398,VP2:134-157	0.985	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750889	PV750889.1	O1_Patient_13_GER	2024-02-10	Europe	Spain	Getafe	Madrid	7546	"Homo sapiens"	Homo	human		2025-11-26	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750889	0.9988106250825954	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9939759036144579	0	2001	0						VP1:394-398,VP2:134-157	0.994	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750890	PV750890.1	O1_Patient_14_GER	2024-02-10	Europe	Spain	Getafe	Madrid	7507	"Homo sapiens"	Homo	human		2025-11-26	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750890	0.9940531254129774	3CLpro:1,NTPase:1,ORF1:0.991764705882353,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9578313253012049	0	1999	0						VP1:394-398,VP2:134-157	0.958	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750891	PV750891.1	O1_Patient_15_GER	2024-02-12	Europe	Spain	Getafe	Madrid	7555	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750891	1	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:1	0	2002	0						VP1:394-398,VP2:134-157	1.0	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750892	PV750892.1	O1_Patient_18_ONCO	2024-02-17	Europe	Spain	Getafe	Madrid	7540	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750892	0.9980177084709925	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9879518072289156	0	1994	0						VP1:394-398,VP2:134-144,VP2:165-172	0.988	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750893	PV750893.1	O1_Patient_19(2)_ONCO	2024-02-19	Europe	Spain	Getafe	Madrid	7550	"Homo sapiens"	Homo	human		2025-11-26	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750893	0.9993392361569975	3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9969879518072289	0	2001	0						VP1:394-398,VP2:134-157	0.997	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750894	PV750894.1	O1_Patient_19_ONCO	2024-02-17	Europe	Spain	Getafe	Madrid	7555	"Homo sapiens"	Homo	human		2025-11-26	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750894	1	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:1	0	2000	0						VP1:394-398,VP2:134-157	1.0	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750895	PV750895.1	O1_Patient_20_GER	2024-02-18	Europe	Spain	Getafe	Madrid	7545	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750895	0.998678472313995	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9939759036144579	0	1995	0						VP1:394-398,VP2:134-144,VP2:165-172	0.994	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750896	PV750896.1	O1_Patient_21_GER	2024-02-19	Europe	Spain	Getafe	Madrid	7543	"Homo sapiens"	Homo	human		2025-11-26	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750896	0.998414166776794	3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9909638554216867	0	2000	0						VP1:394-398,VP2:134-157	0.991	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750897	PV750897.1	O1_Patient_23_ONCO	2024-02-20	Europe	Spain	Getafe	Madrid	7543	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750897	0.998414166776794	3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9909638554216867	0	2000	0						VP1:394-398,VP2:134-157	0.991	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750898	PV750898.1	O1_Patient_29_ONCO	2024-02-23	Europe	Spain	Getafe	Madrid	7552	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750898	0.9996035416941985	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:0.8996282527881041,VPg:1,p22:1,p48:1	0	2000	0						VP1:394-398,VP2:134-157	1.0	1.0	1.0	1.0	1.0	1.0	0.989	0.9			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750899	PV750899.1	CNM_2_2022_Spain_GII17P17	2022-05-XX	Europe	Spain	Murcia		7527	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750899	0.9977534029337914	3CLpro:1,NTPase:1,ORF1:0.991764705882353,RdRp:1,VP1:1,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:0.9909638554216867	0	2021	0						ORF1:852-860,p22:154-162,VP2:165-173	0.991	1.0	0.938	1.0	1.0	1.0	1.0	0.959			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV750900	PV750900.1	CNM_1_2022_Spain_GII17P17	2022-06-XX	Europe	Spain	Galicia		7529	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I.,Kutter,J.S."	"Instituto de Salud Carlos III, Enterovirus And Viral Gastroenteritis"	https://www.ncbi.nlm.nih.gov/nuccore/PV750900	0.9974890973965904	3CLpro:1,NTPase:1,ORF1:0.9911764705882353,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:0.9378531073446328,p48:0.9879518072289156	0	2009	0						ORF1:852-860,p22:154-162,VP1:393-398	0.988	1.0	0.938	1.0	1.0	1.0	0.989	1.0			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765506	PV765506.1	Hu/SP/2022/GII.17P17/CNM924	2022-03-XX	Europe	Spain	"Castilla la Mancha"		7516	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I."	"INSTITUTO DE SALUD CARLOS III, ENTEROVIRUS AND VIRAL GASTROENTERITIS"	https://www.ncbi.nlm.nih.gov/nuccore/PV765506	0.9966961807849875	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:0.9144981412639405,VPg:1,p22:1,p48:0.9939759036144579	0	2003	0						VP2:134-155	0.994	1.0	1.0	1.0	1.0	1.0	1.0	0.914			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765507	PV765507.1	Hu/SP/2022/GII.17P17/CNM118	2022-03-XX	Europe	Spain	"Murcia Region"		7522	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I."	"INSTITUTO DE SALUD CARLOS III, ENTEROVIRUS AND VIRAL GASTROENTERITIS"	https://www.ncbi.nlm.nih.gov/nuccore/PV765507	0.9966961807849875	3CLpro:1,NTPase:1,ORF1:0.9923529411764705,RdRp:1,VP1:0.988909426987061,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:0.9939759036144579	0	2007	0						ORF1:852-860,p22:154-162,VP1:393-398,VP2:165-173	0.994	1.0	0.938	1.0	1.0	1.0	0.989	0.959			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765508	PV765508.1	Hu/SP/2023/GII.17P17/CNM028	2023-02-XX	Europe	Spain	"Murcia Region"		7516	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I."	"INSTITUTO DE SALUD CARLOS III, ENTEROVIRUS AND VIRAL GASTROENTERITIS"	https://www.ncbi.nlm.nih.gov/nuccore/PV765508	0.9966961807849875	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:0.9144981412639405,VPg:1,p22:1,p48:0.9939759036144579	0	2000	0						VP2:134-155	0.994	1.0	1.0	1.0	1.0	1.0	1.0	0.914			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765509	PV765509.1	Hu/SP/2023/GII.17P17/CNM970	2023-03-XX	Europe	Spain	"Madrid Region"		7516	"Homo sapiens"	Homo	human		2025-11-13	2025-11-26		"Tohma et al."	"Tohma,K.,Jacobsen,S.,Altmann,B.,Kendra,J.A.,Landivar,M.,De La,O. Jr.,Fernandez-Garcia,M.D.,Gomes,K.A.,Chudnovsky,S.,Ford-Siltz,L.A.,Pilewski,K.A.,Gao,Y.,Mazo,I.,Niendorf,S.,Parra,G.I."	"INSTITUTO DE SALUD CARLOS III, ENTEROVIRUS AND VIRAL GASTROENTERITIS"	https://www.ncbi.nlm.nih.gov/nuccore/PV765509	0.9966961807849875	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:0.9033457249070632,VPg:1,p22:1,p48:0.9939759036144579	0	1998	0						VP2:134-157	0.994	1.0	1.0	1.0	1.0	1.0	1.0	0.903			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765565	PV765565.1	2_S2	2025-03-XX	Europe	Italy	Varese	"Lombardy Region"	7548	"Homo sapiens"	Homo	human		2025-06-15	2025-06-15		"Mancini et al."	Mancini,N.	"University of insubria, Department of medicine and technological innovation"	https://www.ncbi.nlm.nih.gov/nuccore/PV765565	0.999471388925598	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:1	0	1996	0						VP1:394-398,VP2:134-144,VP2:165-172	1.0	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765566	PV765566.1	4_S4	2025-03-XX	Europe	Italy	Varese	"Lombardy Region"	7487	"Homo sapiens"	Homo	human		2025-06-15	2025-06-15		"Mancini et al."	Mancini,N.	"University of insubria, Department of medicine and technological innovation"	https://www.ncbi.nlm.nih.gov/nuccore/PV765566	0.9925994449583718	3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9969879518072289	0	1979	0						VP1:394-398,VP2:134-144,VP2:165-172	0.997	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765567	PV765567.1	6_S6	2025-03-XX	Europe	Italy	Varese	"Lombardy Region"	7555	"Homo sapiens"	Homo	human		2025-06-15	2025-06-15		"Mancini et al."	Mancini,N.	"University of insubria, Department of medicine and technological innovation"	https://www.ncbi.nlm.nih.gov/nuccore/PV765567	1	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:1	0	1996	0						VP1:394-398,VP2:134-144,VP2:165-172	1.0	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765568	PV765568.1	7_S7	2025-03-XX	Europe	Italy	Varese	"Lombardy Region"	7551	"Homo sapiens"	Homo	human		2025-06-15	2025-06-15		"Mancini et al."	Mancini,N.	"University of insubria, Department of medicine and technological innovation"	https://www.ncbi.nlm.nih.gov/nuccore/PV765568	0.999471388925598	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:1	0	1996	0						VP1:394-398,VP2:134-144,VP2:165-172	1.0	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765569	PV765569.1	8_S8	2025-03-XX	Europe	Italy	Varese	"Lombardy Region"	7548	"Homo sapiens"	Homo	human		2025-06-15	2025-06-15		"Mancini et al."	Mancini,N.	"University of insubria, Department of medicine and technological innovation"	https://www.ncbi.nlm.nih.gov/nuccore/PV765569	0.999207083388397	3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9969879518072289	0	1995	2						VP1:394-398,VP2:134-144,VP2:165-172	0.997	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765570	PV765570.1	9_S9	2025-03-XX	Europe	Italy	Varese	"Lombardy Region"	7551	"Homo sapiens"	Homo	human		2025-06-15	2025-06-15		"Mancini et al."	Mancini,N.	"University of insubria, Department of medicine and technological innovation"	https://www.ncbi.nlm.nih.gov/nuccore/PV765570	0.999471388925598	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:1	0	1997	0						VP1:394-398,VP2:134-144,VP2:165-172	1.0	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765571	PV765571.1	10_S10	2025-03-XX	Europe	Italy	Varese	"Lombardy Region"	7555	"Homo sapiens"	Homo	human		2025-06-15	2025-06-15		"Mancini et al."	Mancini,N.	"University of insubria, Department of medicine and technological innovation"	https://www.ncbi.nlm.nih.gov/nuccore/PV765571	0.9998678472313995	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:1	0	1995	1						VP1:394-398,VP2:134-144,VP2:165-172	1.0	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
PV765572	PV765572.1	11_S11	2025-03-XX	Europe	Italy	Varese	"Lombardy Region"	7547	"Homo sapiens"	Homo	human		2025-06-15	2025-06-15		"Mancini et al."	Mancini,N.	"University of insubria, Department of medicine and technological innovation"	https://www.ncbi.nlm.nih.gov/nuccore/PV765572	0.9993392361569975	3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:0.988909426987061,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9969879518072289	0	1996	0						VP1:394-398,VP2:134-144,VP2:165-172	0.997	1.0	1.0	1.0	1.0	1.0	0.989	0.922			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
